;;;;;;;
Anexo I - FDCA Fundos Habilitados 2023;;;;;;;
;;;;;;;
N�;CNPJ;IBGE;UF;Munic�pio/Estado;Banco;Ag�ncia;Conta
2263;18881264000167;4127882;PR;Tunas do Paran�;001;4720;00000000000000113077
2264;28168026000162;4127908;PR;Tuneiras do Oeste;001;4505;00000000000000117374
2265;12410850000147;4127957;PR;Tup�ssi;001;3784;00000000000000098531
2266;12594481000190;4127965;PR;Turvo;001;1946;00000000000000063215
2267;18937743000158;4128005;PR;Ubirat�;001;0747;00000000000000213012
2268;14782941000139;4128104;PR;Umuarama;104;0570;00000000000001002480
2269;19162827000120;4128203;PR;Uni�o da Vit�ria;104;0407;00000000000000004091
2270;18786659000180;4128302;PR;Uniflor;001;5096;00000000000000374083
2271;12398507000124;4128401;PR;Ura�;001;0400;00000000000000121967
2272;21322178000129;4128534;PR;Ventania;001;1355;00000000000000237434
2273;12082521000114;4128559;PR;Vera Cruz do Oeste;001;3632;00000000000000164046
2274;19295349000126;4128609;PR;Ver�;001;4789;0000000000000009112X
2275;13222966000115;4128708;PR;Vitorino;001;0495;00000000000000715921
2276;04526475000177;4128500;PR;Wenceslau Braz;001;0703;00000000000000202789
2277;17786642000160;4128807;PR;Xambr�;001;0645;00000000000000499013
2278;39165063000133;3300100;RJ;Angra dos Reis;001;0460;00000000000000679321
2279;09260420000181;3300209;RJ;Araruama;001;0893;00000000000000451169
2280;21474591000109;3300225;RJ;Areal;001;2941;00000000000000182230
2281;17881990000117;3300233;RJ;Arma��o dos B�zios;104;3825;00000000000000000224
2282;39544895000160;3300258;RJ;Arraial do Cabo;001;3839;00000000000000106712
2283;16102007000154;3300308;RJ;Barra do Pira�;001;0073;00000000000000728624
2284;39758727000178;3300407;RJ;Barra Mansa;104;0176;00000000000000000822
2285;19216587000107;3300456;RJ;Belford Roxo;001;1823;00000000000000544205
2286;48269375000188;3300506;RJ;Bom Jardim;001;1652;00000000000000245860
2287;44131786000151;3300605;RJ;Bom Jesus do Itabapoana;001;0155;00000000000000350559
2288;05724001000100;3300704;RJ;Cabo Frio;001;0150;00000000000000570540
2289;15176568000135;3300803;RJ;Cachoeiras de Macacu;001;1688;00000000000000177830
2290;12859663000145;3300902;RJ;Cambuci;001;1708;00000000000000115398
2291;20353594000121;3301009;RJ;Campos dos Goytacazes;001;0005;00000000000000998826
2292;03682878000142;3301108;RJ;Cantagalo;001;0107;00000000000000064254
2293;08653882000104;3300936;RJ;Carapebus;001;3890;00000000000000300012
2294;16936413000112;3301157;RJ;Cardoso Moreira;001;3677;00000000000000161101
2295;03094617000101;3301207;RJ;Carmo;001;3712;00000000000000070734
2296;13839167000192;3301306;RJ;Casimiro de Abreu;001;1757;00000000000000320102
2297;21988823000147;3300951;RJ;Comendador Levy Gasparian;001;3891;00000000000000060682
2298;08639568000169;3301405;RJ;Concei��o de Macabu;001;3844;0000000000000014794X
2299;21075302000107;3301504;RJ;Cordeiro;001;0915;00000000000000068861
2300;23064310000175;3301603;RJ;Duas Barras;001;4667;00000000000000070262
2301;19197009000162;3301702;RJ;Duque de Caxias;104;1334;00000000000000004152
2302;21144065000180;3300000;RJ;Estado do Rio de Janeiro;001;2234;00000000000002920107
2303;12468936000120;3301850;RJ;Guapimirim;001;0942;00000000000000379190
2304;06146525000116;3301876;RJ;Iguaba Grande;001;3874;00000000000000119415
2305;15514275000110;3301900;RJ;Itabora�;104;0811;00000000000000710243
2306;21922633000127;3302007;RJ;Itagua�;001;0729;00000000000000763152
2307;43866316000173;3302106;RJ;Itaocara;104;1245;00000000000000710207
2308;42765868000122;3302205;RJ;Itaperuna;104;0182;00000000000000710318
2309;28655104000153;3302254;RJ;Itatiaia;001;1571;00000000000000231460
2310;10670976000125;3302304;RJ;Laje do Muria�;001;0074;00000000000000560774
2311;39224175000118;3302403;RJ;Maca�;001;0051;00000000000000482129
2312;15371243000103;3302502;RJ;Mag�;001;0942;00000000000000476757
2313;17507410000126;3302601;RJ;Mangaratiba;001;3836;00000000000000225908
2314;26452724000160;3302700;RJ;Maric�;001;2280;00000000000000547050
2315;06217227000170;3302809;RJ;Mendes;104;2068;00000000000000001339
2316;20801576000165;3302858;RJ;Mesquita;001;4689;00000000000000127574
2317;19598793000110;3302908;RJ;Miguel Pereira;001;2299;00000000000005121396
2318;36287704000134;3303005;RJ;Miracema;001;0861;00000000000000220833
2319;31560939000134;3303203;RJ;Nil�polis;001;0803;00000000000000754714
2320;17672626000147;3303302;RJ;Niter�i;001;0072;00000000000001203150
2321;11861680000154;3303401;RJ;Nova Friburgo;001;0335;0000000000000067947X
2322;30520801000149;3303500;RJ;Nova Igua�u;104;0185;00000000000000710268
2323;11805905000155;3303609;RJ;Paracambi;001;2390;00000000000000299782
2324;34998827000158;3303708;RJ;Para�ba do Sul;001;2393;00000000000000271411
2325;16595723000110;3303807;RJ;Paraty;001;2406;00000000000000173096
2326;21218061000108;3303856;RJ;Paty do Alferes;104;4871;00000000000000710225
2327;18210251000166;3303906;RJ;Petr�polis;104;1651;00000000000000001556
2328;08117284000102;3303955;RJ;Pinheiral;001;3259;00000000000000117234
2329;13578328000131;3304003;RJ;Pira�;001;0965;00000000000000203270
2330;13941172000101;3304102;RJ;Porci�ncula;104;0656;00000000000000001534
2331;18442911000134;3304144;RJ;Queimados;001;1581;00000000000000318272
2332;21353335000163;3304151;RJ;Quissam�;001;3845;00000000000000250007
2333;16655852000157;3304201;RJ;Resende;104;0189;00000000000000000947
2334;24261837000152;3304300;RJ;Rio Bonito;001;0627;00000000000000287741
2335;17221751000130;3304409;RJ;Rio Claro;001;2539;00000000000000142190
2336;20544691000100;3304508;RJ;Rio das Flores;001;4530;00000000000000094927
2337;20719385000159;3304524;RJ;Rio das Ostras;001;3315;00000000000000434086
2338;14414144000107;3304557;RJ;Rio de Janeiro;001;2234;00000000000000088501
2339;04261523000142;3304706;RJ;Santo Ant�nio de P�dua;001;0312;00000000000000086509
2340;13499859000139;3304805;RJ;S�o Fid�lis;104;0192;00000000000000000544
2341;19339872000107;3304755;RJ;S�o Francisco de Itabapoana;104;1331;00000000000000000665
2342;21838138000134;3304904;RJ;S�o Gon�alo;001;0394;00000000000000967882
2343;11244296000102;3305000;RJ;S�o Jo�o da Barra;001;2627;00000000000000200484
2344;17212707000164;3305109;RJ;S�o Jo�o de Meriti;104;0190;00000000000000001795
2345;32751874000177;3305158;RJ;S�o Jos� do Vale do Rio Preto;001;3470;00000000000000151327
2346;28760819000176;3305208;RJ;S�o Pedro da Aldeia;001;2657;00000000000000502588
2347;23721340000107;3305406;RJ;Sapucaia;104;2072;00000000000000002051
2348;18282526000177;3305505;RJ;Saquarema;001;2673;00000000000000406236
2349;07786458000167;3305554;RJ;Serop�dica;001;0729;00000000000000425729
2350;16099927000160;3305604;RJ;Silva Jardim;001;2689;00000000000000128759
2351;14226689000181;3305703;RJ;Sumidouro;001;3854;00000000000000127140
2352;13649384000110;3305752;RJ;Tangu�;001;3801;00000000000000236586
2353;14622491000117;3306008;RJ;Tr�s Rios;001;0315;00000000000000525456
2354;21499209000111;3306107;RJ;Valen�a;104;0945;00000000000000002353
2355;44113719000104;3306156;RJ;Varre-Sai;001;4646;00000000000000097934
2356;15086504000143;3306206;RJ;Vassouras;001;0812;00000000000000229768
2357;39560297000185;3306305;RJ;Volta Redonda;104;4375;00000000000000000019
2358;14785403000106;2400109;RN;Acari;001;0075;00000000000000134287
2359;17801088000143;2400505;RN;Alexandria;001;1013;00000000000000233846
2360;34530512000181;2400802;RN;Angicos;001;1445;00000000000000226092
2361;17757514000199;2401008;RN;Apodi;104;3483;00000000000000000234
2362;18442306000163;2401107;RN;Areia Branca;001;1469;00000000000000143774
2363;08940580000109;2401206;RN;Ar�s;001;1066;00000000000000238279
2364;07932160000118;2400208;RN;Ass�;001;0214;00000000000000233668
2365;22760720000198;2401701;RN;Bom Jesus;001;2256;00000000000000364940
2366;21417123000100;2402006;RN;Caic�;104;0758;00000000000000001997
2367;33023135000121;2402105;RN;Campo Redondo;104;0806;00000000000000710750
2368;47696473000139;2402204;RN;Canguaretama;001;1731;0000000000000050694X
2369;22235885000140;2402402;RN;Carna�ba dos Dantas;001;1106;00000000000001088661
2370;21138903000103;2402501;RN;Carnaubais;001;4687;00000000000000082996
2371;39736792000100;2402600;RN;Cear�-Mirim;001;1042;00000000000000538787
2372;22667552000190;2402709;RN;Cerro Cor�;104;0805;00000000000000002300
2373;24573816000172;2403004;RN;Cruzeta;001;0075;00000000000000168033
2374;15114345000143;2403103;RN;Currais Novos;104;0805;00000000000000001347
2375;16633375000129;2403202;RN;Doutor Severiano;001;1140;00000000000000257699
2376;17983096000158;2400000;RN;Estado do Rio Grande do Norte;001;3795;00000000000000108227
2377;24724735000126;2403707;RN;Felipe Guerra;104;3483;00000000000000000382
2378;31847092000173;2403756;RN;Fernando Pedroza;001;1445;00000000000000226343
2379;41297429000170;2403806;RN;Flor�nia;001;2066;0000000000000016691X
2380;17812596000127;2404200;RN;Goianinha;001;1066;00000000000000505978
2381;30785135000170;2404309;RN;Governador Dix-Sept Rosado;001;2084;00000000000000134260
2382;23281855000133;2404507;RN;Guamar�;001;4154;00000000000000259004
2383;17963998000122;2404705;RN;Ipangua�u;001;2136;00000000000000286095
2384;30995686000169;2404853;RN;Itaj�;001;0214;00000000000000431710
2385;37927059000130;2405207;RN;Jandu�s;001;1021;0000000000000025150X
2386;35232291000128;2405306;RN;Janu�rio Cicco;001;1366;0000000000000071481X
2387;17742972000154;2405702;RN;Jardim do Serid�;001;2210;00000000000000151726
2388;32896807000140;2405801;RN;Jo�o C�mara;001;0727;00000000000002504324
2389;42636666000180;2405900;RN;Jo�o Dias;001;1013;00000000000000344079
2390;28928136000185;2406106;RN;Jucurutu;001;1085;00000000000000175358
2391;31179995000123;2406155;RN;Jundi�;001;1366;00000000000000707503
2392;34116658000185;2406908;RN;Lucr�cia;001;4687;00000000000000082953
2393;31944365000106;2407005;RN;Lu�s Gomes;001;1165;00000000000000285781
2394;38594550000159;2407104;RN;Maca�ba;001;3795;00000000000000123722
2395;28618853000100;2407203;RN;Macau;001;0477;00000000000000364266
2396;31801183000178;2407252;RN;Major Sales;001;1165;00000000000000284963
2397;33595621000114;2407302;RN;Marcelino Vieira;001;1109;00000000000000470562
2398;19390545000180;2407401;RN;Martins;001;2284;00000000000000169781
2399;27381816000169;2407609;RN;Messias Targino;001;1365;0000000000000027061X
2400;48367405000199;2407906;RN;Monte das Gameleiras;001;2640;00000000000000204471
2401;21196405000117;2408003;RN;Mossor�;001;0036;00000000000001072684
2402;14778345000185;2408102;RN;Natal;001;3795;00000000000000106097
2403;16575440000107;2408201;RN;N�sia Floresta;001;8283;00000000000000027839
2404;43944364000132;2408300;RN;Nova Cruz;001;0614;00000000000000288241
2405;20920681000113;2408904;RN;Parelhas;001;1106;00000000000000259934
2406;13145523000178;2410207;RN;Portalegre;104;0763;00000000000000006538
2407;28974148000146;2410256;RN;Porto do Mangue;104;3568;00000000000000710047
2408;44024110000169;2410702;RN;Riacho da Cruz;001;4687;00000000000000091685
2409;43804667000150;2411205;RN;Santa Cruz;001;0701;00000000000000458716
2410;22998198000187;2411403;RN;Santana do Matos;001;1132;00000000000000247936
2411;28995076000113;2411429;RN;Santana do Serid�;001;1106;00000000000000291528
2412;34127897000130;2411502;RN;Santo Ant�nio;001;1366;00000000000000714224
2413;19401848000150;2411700;RN;S�o Bento do Trair�;104;0806;00000000006000001415
2414;25405748000103;2411809;RN;S�o Fernando;104;0758;00000000000000710092
2415;28789438000110;2412005;RN;S�o Gon�alo do Amarante;104;3470;00000000000000710117
2416;15521841000111;2412104;RN;S�o Jo�o do Sabugi;001;0128;00000000000000056482
2417;34000475000108;2412203;RN;S�o Jos� de Mipibu;001;2642;00000000000000377627
2418;26686930000134;2412401;RN;S�o Jos� do Serid�;001;0128;00000000000000603732
2419;31646020000168;2412500;RN;S�o Miguel;001;1140;00000000000000211656
2420;18748789000129;2412559;RN;S�o Miguel do Gostoso;001;2731;0000000000000021728X
2421;43910128000103;2412906;RN;S�o Tom�;001;8289;00000000000000026573
2422;35712236000135;2413003;RN;S�o Vicente;001;2066;00000000000000162884
2423;36286530000195;2413201;RN;Senador Georgino Avelino;001;2642;0000000000000040912X
2424;31980368000197;2410306;RN;Serra Caiada;001;0984;00000000000000346624
2425;33030639000179;2413409;RN;Serra Negra do Norte;001;0128;00000000000000583723
2426;25529928000199;2413508;RN;Serrinha;001;1366;0000000000000067513X
2427;24889699000150;2413607;RN;Severiano Melo;001;0892;00000000000000400491
2428;20999163000137;2411056;RN;Tibau;001;4687;00000000000000072591
2429;26769627000103;2414209;RN;Tibau do Sul;001;4762;00000000000001007599
2430;31506323000185;2414308;RN;Timba�ba dos Batistas;001;0128;00000000000000571326
2431;35028791000142;2414407;RN;Touros;001;3795;00000000000000123714
2432;17833875000177;2414506;RN;Umarizal;001;0879;00000000000000234796
2433;33131982000100;2414605;RN;Upanema;001;1021;00000000000000257494
2434;24456010000102;2414902;RN;Vi�osa;001;0879;00000000000000315400
2435;32478056000142;1100015;RO;Alta Floresta do Oeste;104;3432;00000000000000710403
2436;32522697000157;1100403;RO;Alto Para�so;001;3997;00000000000000138592
2437;31773253000121;1100346;RO;Alvorada d'Oeste;001;2184;00000000000000194972
2438;20704827000193;1100023;RO;Ariquemes;001;1178;00000000000000628336
2439;21146813000164;1100452;RO;Buritis;001;4286;00000000000000168041
2440;37220804000106;1100031;RO;Cabixi;001;3998;00000000000000013520
2441;31821893000160;1100601;RO;Cacaul�ndia;001;3999;00000000000000010103
2442;27017349000192;1100049;RO;Cacoal;001;1179;00000000000000551864
2443;31723892000182;1100700;RO;Campo Novo de Rond�nia;001;2757;00000000000000106704
2444;31940967000187;1100908;RO;Castanheiras;001;1405;00000000000000236543
2445;24992343000148;1100056;RO;Cerejeiras;001;2197;00000000000000204730
2446;17306191000117;1100924;RO;Chupinguaia;001;7121;00000000000000092479
2447;31961382000143;1100064;RO;Colorado do Oeste;001;1381;00000000000000211966
2448;30775219000123;1100072;RO;Corumbiara;001;4142;00000000000000101729
2449;33809655000164;1100080;RO;Costa Marques;001;2223;00000000000000158143
2450;31736236000114;1100940;RO;Cujubim;001;1178;00000000000000659053
2451;31624196000119;1100098;RO;Espig�o d'Oeste;001;1597;00000000000000193488
2452;10459011000198;1100000;RO;Estado de Rond�nia;001;2757;00000000000000088005
2453;32294459000131;1101005;RO;Governador Jorge Teixeira;001;8293;00000000000000067156
2454;31748914000169;1100106;RO;Guajar�-Mirim;001;0390;00000000000000371998
2455;15145532000194;1101104;RO;Itapu� do Oeste;001;2757;00000000000000107476
2456;31740031000102;1100114;RO;Jaru;001;1401;00000000000000544418
2457;17746425000147;1100122;RO;Ji-Paran�;001;0951;00000000000000547549
2458;36392675000170;1100130;RO;Machadinho do Oeste;001;2265;00000000000000087858
2459;31907963000105;1101302;RO;Mirante da Serra;001;4001;00000000000000214957
2460;12230753000172;1101401;RO;Monte Negro;001;4002;00000000000000143200
2461;33191491000154;1100338;RO;Nova Mamor�;001;4004;00000000000000072834
2462;32001864000114;1101435;RO;Nova Uni�o;001;4001;00000000000000232173
2463;32047204000174;1100155;RO;Ouro Preto do Oeste;104;3114;00000000000000710668
2464;32067646000182;1101450;RO;Parecis;001;4006;00000000000000600164
2465;30796707000117;1100189;RO;Pimenta Bueno;001;1181;00000000000000467162
2466;32482383000178;1100205;RO;Porto Velho;001;2757;00000000000000105481
2467;31750956000134;1100254;RO;Presidente M�dici;001;1405;0000000000000025570X
2468;31751667000150;1101476;RO;Primavera de Rond�nia;001;1181;00000000000000516031
2469;32393478000115;1100262;RO;Rio Crespo;001;1178;00000000000000729787
2470;19055759000108;1100288;RO;Rolim de Moura;001;1406;00000000000000427721
2471;33294149000180;1100296;RO;Santa Luzia d'Oeste;001;4006;00000000000000500682
2472;37334220000161;1101484;RO;S�o Felipe d�Oeste;001;1181;00000000000000515728
2473;31204219000136;1101492;RO;S�o Francisco do Guapor�;001;4125;00000000000000157449
2474;15209773000150;1100320;RO;S�o Miguel do Guapor�;001;2292;00000000000020120095
2475;32194535000137;1101500;RO;Seringueiras;001;4127;0000000000000012513X
2476;31740271000107;1101559;RO;Teixeir�polis;001;1404;00000000000000400467
2477;32144823000187;1101609;RO;Theobroma;001;1401;00000000000000596973
2478;30557275000191;1101708;RO;Urup�;001;4007;00000000000000158496
2479;32225752000147;1101757;RO;Vale do Anari;001;1401;00000000000000538949
2480;31958631000141;1101807;RO;Vale do Para�so;001;1404;00000000000000408859
2481;12404268000178;1100304;RO;Vilhena;001;1182;00000000000000432407
2482;41484720000157;1400050;RR;Alto Alegre;001;3797;00000000000000083933
2483;20746398000117;1400100;RR;Boa Vista;001;3797;00000000000000074829
2484;43534475000170;1400159;RR;Bonfim;001;3797;00000000000000084190
2485;21773424000169;1400175;RR;Cant�;001;3797;00000000000000084204
2486;42906428000148;1400233;RR;Caroebe;001;3797;00000000000000084123
2487;26669659000129;1400000;RR;Estado de Roraima;001;3797;00000000000000079871
2488;18061118000195;1400308;RR;Mucaja�;001;3993;00000000000000192759
2489;36172036000108;1400472;RR;Rorain�polis;001;3994;00000000000000250449
2490;43007420000102;1400506;RR;S�o Jo�o da Baliza;001;3783;00000000000000263648
2491;43422928000177;1400704;RR;Uiramut�;001;3797;00000000000000084174
2492;18770361000182;4300034;RS;Acegu�;041;0120;00000000000419297706
2493;20473464000122;4300059;RS;�gua Santa;001;2919;0000000000000008445X
